"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_special_bonus_unique_gyrocopter_6" "+100 к дальности заклинаний от БАФФ"
		"DOTA_Tooltip_ability_special_bonus_unique_huskar_2" "+10% к замедлению передвижения от НЕРФ"
		"DOTA_Tooltip_ability_special_bonus_unique_huskar_3" "+5 к уменьшению всех атрибутов от НЕРФ"
		

		//"DOTA_Tooltip_Ability_item_ward_sentry"			"Sentry Ward (Modified)"
		
		"DOTA_Tooltip_modifier_item_overvodka_blade_mail_active" "Абаюдна!"
		"DOTA_Tooltip_modifier_item_overvodka_blade_mail_active_Description" "Возвращает урон атакующим существам"

		"DOTA_Tooltip_Ability_item_oboyudno" "OBOYUDNO"
		"DOTA_Tooltip_Ability_item_oboyudno_Description" "<h1>Active: Abayudna!</h1>Dispels most negative effects from the owner and increases the return damage from all sources by %return_damage%%%, and also creates a shield around the target that reflects most targeted spells back at the enemy. Lasts %duration% sec.\n\n<h1>Passive: Vzaimno</h1>Returns %return_damage_passive% + %return_damage_passive_percentage%%% damage from each attack to creatures attacking you."
		"DOTA_Tooltip_Ability_item_oboyudno_bonus_armor_stats" "+$armor"
		"DOTA_Tooltip_Ability_item_oboyudno_bonus_damage_stats" "+$damage"
		"DOTA_Tooltip_Ability_item_oboyudno_bonus_int_stats" "+$int"
		"DOTA_Tooltip_Ability_item_oboyudno_bonus_hpregen"	"+$hp_regen"
		
		"DOTA_Tooltip_Ability_item_oboyudno_2" "OBOYUDNO V2"
		"DOTA_Tooltip_Ability_item_oboyudno_2_Description" "<h1>Active: Abayudna!</h1>Dispels most negative effects from the owner and increases the return damage from all sources by %return_damage%%%, and also creates a shield around the target that reflects most targeted spells back at the enemy. Lasts %duration% sec.\n\n<h1>Passive: Vzaimno</h1>Returns %return_damage_passive% + %return_damage_passive_percentage%%% damage from each attack to creatures attacking you."
		"DOTA_Tooltip_Ability_item_oboyudno_2_bonus_armor_stats" "+$armor"
		"DOTA_Tooltip_Ability_item_oboyudno_2_bonus_damage_stats" "+$damage"
		"DOTA_Tooltip_Ability_item_oboyudno_2_bonus_int_stats" "+$int"
		"DOTA_Tooltip_Ability_item_oboyudno_2_bonus_hpregen"	"+$hp_regen"

		"DOTA_Tooltip_Ability_item_mask_of_quadrobe" "MASK OF QUADROBER"
		"DOTA_Tooltip_Ability_item_mask_of_quadrobe_Description"    "<h1>Active: Kittymeow!</h1> Grants the owner %berserk_bonus_attack_speed% attack speed, %berserk_bonus_movement_speed_percentage%%% movement speed, and reduces armor by %aura_negative_armor% to all enemies within %aura_radius%, and silences you. Lasts %berserk_duration% seconds."
		"DOTA_Tooltip_Ability_item_mask_of_quadrobe_bonus_as" "+$attack"
		"DOTA_Tooltip_Ability_item_mask_of_quadrobe_bonus_damage" "+$damage"
		"DOTA_Tooltip_ability_item_mask_of_quadrobe_lifesteal_percent" "%+$lifesteal"
		"DOTA_Tooltip_modifier_item_mask_of_madness_datadriven_berserk" "Kittymeow!"
		"DOTA_Tooltip_modifier_item_mask_of_madness_datadriven_berserk_Description" "You have become a quadrober! Your attack and movement speed are increased, but you cannot use abilities."
		"DOTA_Tooltip_modifier_item_assault_datadriven_enemy_aura_visible" "Kittymeow!"
		"DOTA_Tooltip_modifier_item_assault_datadriven_enemy_aura_visible_Description" "There is a quadrober near you, your armor is reduced."

		"DOTA_Tooltip_Ability_item_manta_datadriven"    "PICK-ME"
		"DOTA_Tooltip_Ability_item_manta_datadriven_Description"    "<h1>Active: Fake</h1> Creates a piсk-me illusion decoy that has %illusion_outgoing_tooltip%%% damage and health of the owner, and gives the owner invisibility for %duration% sec. Attacking from invisibility will stun the target for %stun_dur% sec. and additionally deal %invis_damage% physical damage to it."
		"DOTA_Tooltip_Ability_item_manta_datadriven_bonus_strength" "+$str"
		"DOTA_Tooltip_Ability_item_manta_datadriven_bonus_agility" "+$agi"
		"DOTA_Tooltip_Ability_item_manta_datadriven_bonus_intelligence" "+$int"
		"DOTA_Tooltip_Ability_item_manta_datadriven_bonus_attack_speed" "+$attack"
		"DOTA_Tooltip_Ability_item_manta_datadriven_bonus_movement_speed_percentage" "%+$move_speed"

		"DOTA_Tooltip_Ability_item_dust"				"Dust of Appearance (modified)"
		"DOTA_Tooltip_ability_item_dust_Description"								"<h1>Use: Reveal</h1>Makes all invisible heroes within %radius% radius visible and slows them by %movespeed%%%. The effect lasts for %duration% sec. Revealing invisibility deals %damage% damage.\n\n<font color='#70EA72'>In this mode item has a reduced cooldown.</font>"

		"DOTA_Tooltip_ability_item_jordan" "NIKE AIR JORDAN SPIZIKE"
		"DOTA_Tooltip_ability_item_jordan_Description"  "<h1>Active: KEFTEME!</h1> These fucking sneakers speed you up by %phase_movement_speed%%%, and also speed up your spell casting by %cast_amp%%% for %phase_duration% sec."
		"DOTA_Tooltip_ability_item_jordan_bonus_movement_speed"					"+$move_speed"
		"DOTA_Tooltip_ability_item_jordan_spell_amp"							"%+Spell Amplification"
		"DOTA_Tooltip_ability_item_jordan_bonus_damage"							"+$damage"
		"DOTA_Tooltip_ability_item_jordan_bonus_armor"							"+$armor"
		"DOTA_Tooltip_ability_item_jordan_bonus_as"								"+$attack"
		"DOTA_Tooltip_ability_item_jordan_bonus_int"							"+$int"
		"DOTA_Tooltip_ability_item_jordan_bonus_mregen"							"+$mana_regen"
		"DOTA_Tooltip_ability_item_jordan_bonus_mana_tooltip"					"%+Mana Regen Amplification"
		"DOTA_Tooltip_modifier_item_jordan_active" "KEFTEME!"
		"DOTA_Tooltip_modifier_item_jordan_active_Description" "Your movement speed and spell casting speed are increased"

		"DOTA_Tooltip_ability_item_nikes" "NIKE AIR KUKINI"
		"DOTA_Tooltip_ability_item_nikes_Description"      "<h1>Active: Extremely Cool Boots</h1> Cool Boots speeds you up by %phase_movement_speed%%% for %phase_duration% seconds. \n <h1>Passive: Freezing Boots</h1> Each attack slows the target's attack speed by %cold_attack_speed%, movement speed by %cold_movement_speed%%%, and health regeneration by %cold_regen%%% for %cold_duration_melee% seconds."
		"DOTA_Tooltip_ability_item_nikes_bonus_damage"							"+$damage"
		"DOTA_Tooltip_ability_item_nikes_bonus_movement_speed"					"+$move_speed"
		"DOTA_Tooltip_ability_item_nikes_bonus_all_stats" 						"+$all"
		"DOTA_Tooltip_ability_item_nikes_bonus_as"								"+$attack"
		"DOTA_Tooltip_ability_item_nikes_bonus_armor"							"+$armor"

		"DOTA_Tooltip_modifier_item_skadi_datadriven_cold_attack" "Леденящие бутсы"
		"DOTA_Tooltip_modifier_item_skadi_datadriven_cold_attack_Description" "Ваша скорость передвижения и атаки, а также регенерация здоровья снижены"

		"DOTA_Tooltip_modifier_item_phase_boots_datadriven_active" "Freezing Boots"
		"DOTA_Tooltip_modifier_item_phase_boots_datadriven_active_Description" "Your movement speed is increased"

		"DOTA_Tooltip_ability_item_govno" "IDIOT'S HELMET"
		"DOTA_Tooltip_ability_item_govno_Description" "<h1>Passive: Idiocy</h1> The helmet has a %dodge_chance_pct%%% chance of completely blocking incoming damage."
		"DOTA_Tooltip_ability_item_govno_bonus_strength" "+$str"
		"DOTA_Tooltip_ability_item_govno_bonus_agility"	 "+$agi"
		"DOTA_Tooltip_ability_item_govno_bonus_health"	 "+$health"
		"DOTA_Tooltip_ability_item_govno_bonus_hpregen"  "+$hp_regen"
		"DOTA_Tooltip_ability_item_govno_bonus_movement_speed" "%+$move_speed"
		"DOTA_Tooltip_ability_item_govno_bonus_magic_resist" "%+$spell_resist"
		"DOTA_Tooltip_ability_item_govno_bonus_as" "+$attack"

		"DOTA_Tooltip_ability_item_kaska" "BOLD HEART"
		"DOTA_Tooltip_ability_item_kaska_Description" "<h1>Active: Scream</h1> When cast, removes all negative effects from the owner, making them unable to die for %duration% seconds."
		"DOTA_Tooltip_ability_item_kaska_bonus_strength" "+$str"
		"DOTA_Tooltip_ability_item_kaska_bonus_damage" "+$damage"
		"DOTA_Tooltip_ability_item_kaska_health_regen_percent_per_second" "%+Max Health Regen"
		"DOTA_Tooltip_ability_item_kaska_lifesteal_percent" "%+$lifesteal"
		"DOTA_Tooltip_modifier_undead" "Loud scream"
		"DOTA_Tooltip_modifier_undead_Description" "Hero cannot die"

		"DOTA_Tooltip_ability_item_burger_sobolev"                  "RED LIT ENERGY CHIPS"
		"DOTA_Tooltip_ability_item_burger_sobolev_Description"      "<h1>Use: Eat</h1> Increases strength by <font color='#FFFFFF'>10</font>."
		"DOTA_Tooltip_ability_item_burger_oblomoff"                 "GREEN LIT ENERGY CHIPS"
		"DOTA_Tooltip_ability_item_burger_oblomoff_Description"      "<h1>Use: Eat</h1> Increases agility by <font color='#FFFFFF'>10</font>."
		"DOTA_Tooltip_ability_item_burger_larin"                    "BLUE LIT ENERGY CHIPS"
		"DOTA_Tooltip_ability_item_burger_larin_Description"      "<h1>Use: Eat</h1> Increases intelligence by <font color='#FFFFFF'>10</font>."
		"DOTA_Tooltip_ability_item_chapman_red"                     "CHAPMAN RED"
		"DOTA_Tooltip_ability_item_chapman_red_Description"         "<h1>Use: Smoke</h1> Grants the Haste rune effect for <font color='#FFFFFF'>30</font> seconds."
		"DOTA_Tooltip_ability_item_chapman_green"                     "CHAPMAN GREEN"
		"DOTA_Tooltip_ability_item_chapman_green_Description"         "<h1>Use: Smoke</h1> Grants the Regeneration rune effect."
		"DOTA_Tooltip_ability_item_chapman_pink"                     "CHAPMAN PINK"
		"DOTA_Tooltip_ability_item_chapman_pink_Description"         "<h1>Use: Smoke</h1> Grants the Arcane rune effect for <font color='#FFFFFF'>30</font> seconds."
		"DOTA_Tooltip_ability_item_chapman_yellow"                   "CHAPMAN YELLOW"
		"DOTA_Tooltip_ability_item_chapman_yellow_Description"         "<h1>Use: Smoke</h1> Grants the Illusion rune effect. Illusions last <font color='#FFFFFF'>75</font> seconds."
		"DOTA_Tooltip_ability_item_chapman_indigo"                   "CHAPMAN INDIGO"
		"DOTA_Tooltip_ability_item_chapman_indigo_Description"         "<h1>Use: Smoke</h1> Grants the Shield rune effect for <font color='#FFFFFF'>30</font> seconds."
		"DOTA_Tooltip_ability_item_chapman_violet"                   "CHAPMAN VIOLET"
		"DOTA_Tooltip_ability_item_chapman_violet_Description"         "<h1>Use: Smoke</h1> Grants the Invisibility rune effect for <font color='#FFFFFF'>30</font> seconds."
		"DOTA_Tooltip_ability_item_chapman_blue"                   "CHAPMAN BLUE"
		"DOTA_Tooltip_ability_item_chapman_blue_Description"         "<h1>Use: Smoke</h1> Grants the Amplify Damage rune effect for <font color='#FFFFFF'>30</font> seconds."
		"DOTA_Tooltip_ability_item_cubin"                          "CUBAN CIGAR"
		"DOTA_Tooltip_ability_item_cubin_Description"         "<h1>Use: Smoke</h1> Grants the effect of all runes for <font color='#FFFFFF'>30</font> seconds."
		
		"DOTA_Tooltip_ability_item_waka"   "WAKA"
		"DOTA_Tooltip_ability_item_waka_Description" "<h1>Passive: Armor Reduction</h1> Reduces the armor of the attacked enemy by %corruption_armor% for %corruption_duration% seconds. \n <h1>Passive: Damage Stacks</h1> When a hero whose armor was reduced by WAKA dies, the damage bonus is increased by %bonus_damage_per_kill%. Maximum: %max_damage% damage."
		"DOTA_Tooltip_ability_item_waka_bonus_damage"							"+$damage"

 		"DOTA_Tooltip_ability_item_suchiy" "BITCHY COLD"
		"DOTA_Tooltip_ability_item_suchiy_Description" "<h1>Active: Winter</h1> Brings winter to a %blast_radius% radius, slowing all enemies by %blast_movement_speed%%% for %blast_debuff_duration% seconds, dealing %blast_damage% damage, and reducing enemies' magic resistance by %spell_amp%%% for %resist_debuff_duration% seconds.\n <h1>Passive: Bitchy Cold Aura</h1> Reduces enemy attack speed by %aura_attack_speed% and health regeneration by %hp_regen_degen_aura%%% within %aura_radius%."
		"DOTA_Tooltip_ability_item_suchiy_bonus_strength" "+$str"
		"DOTA_Tooltip_ability_item_suchiy_bonus_agility" "+$agi"
		"DOTA_Tooltip_ability_item_suchiy_bonus_intellect" "+$int"
		"DOTA_Tooltip_ability_item_suchiy_bonus_armor" "+$armor"
		"DOTA_Tooltip_ability_item_suchiy_bonus_hp_regen" "+$hp_regen"

		"DOTA_Tooltip_ability_item_bablokrad"			  "CASH THIEF"
		"DOTA_Tooltip_ability_item_bablokrad_Description" "<h1>Use: Steal!</h1> Instantly steals %gold%%% of the current gold of the target hero, as well as another %gold_b% of gold in the form of three coins that drop near the target. \nHas 3 charges."
		"DOTA_Tooltip_ability_item_bablokrad_Attackspeed" "+$attack"

		"DOTA_Tooltip_ability_item_aegis_hero"            "AEGIS HERO"
		"DOTA_Tooltip_ability_item_aegis_hero_Description"            "<h1>Passive: Minibash</h1> Has a %minibash_chance%%% chance to slow the enemy's movement speed by %movement_speed_slow%%% and attack speed by %attack_speed_slow% for %slow_duration% sec, dealing a cleave attack in %cleave_radius% and %bash_damage%%% of the owner's attack magic damage to the target. \n <h1>Passive: Sobriety</h1> The hero cannot miss an attack. \n The item does not stack and does not work on illusions. \nThe cleave attack and slow do not work on ranged heroes."
		"DOTA_Tooltip_ability_item_aegis_hero_bonus_attack_speed" "+$attack"
		"DOTA_Tooltip_modifier_item_aegis_hero_slow" "AEGIS HERO"
		"DOTA_Tooltip_modifier_item_aegis_hero_slow_Description" "Your movement and attack speeds are reduced"

		"DOTA_Tooltip_ability_item_onehp"					"TOTEM OF IMMORTALITY"
		"DOTA_Tooltip_ability_item_onehp_Description"		"<h1>Passive: Totem of Immortality</h1> If the wearer's health falls below %percent_tooltip%%%, they will receive a strong dispel and will not take or deal damage for %duration% sec."
		"DOTA_Tooltip_ability_item_onehp_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_onehp_bonus_mana"	"+$mana"
		"DOTA_Tooltip_ability_item_onehp_bonus_damage"	"+$damage"
		"DOTA_Tooltip_modifier_item_onehp_active"	"Totem of Immortality"
		"DOTA_Tooltip_modifier_item_onehp_active_Description" "The hero does not receive or deal damage"

		"DOTA_Tooltip_ability_item_magic_aegis"                 "MAGIC AEGIS HERO"
		"DOTA_Tooltip_ability_item_magic_aegis_Description"     "<h1>Passive: Cooldown Reduction</h1> Reduces cooldowns on all abilities and items by %cd%%%. \n <h1>Passive: Increase Magic Damage</h1> Increases spell damage by %dmg%%%."
		"DOTA_Tooltip_ability_item_magic_aegis_hp" "+$health"
		"DOTA_Tooltip_ability_item_magic_aegis_mp" "+$mana"
		"DOTA_Tooltip_ability_item_magic_aegis_int" "+$int"
		"DOTA_Tooltip_ability_item_magic_aegis_mana_regen" "+$mana_regen"

		"DOTA_Tooltip_ability_item_octarine_vodka"                 "OCTARINE CORE"
		"DOTA_Tooltip_ability_item_octarine_vodka_Description"     "<h1>Passive: Cooldown Reduction</h1> Reduces cooldowns on all abilities and items by %cd%%%."
		"DOTA_Tooltip_ability_item_octarine_vodka_hp" "+$health"
		"DOTA_Tooltip_ability_item_octarine_vodka_mp" "+$mana"
		"DOTA_Tooltip_ability_item_octarine_vodka_int" "+$int"
		"DOTA_Tooltip_ability_item_octarine_vodka_mana_regen" "+$mana_regen"

		"DOTA_Tooltip_ability_item_badun"                   "BADUN BLADE"
		"DOTA_Tooltip_ability_item_badun_Description"        "<h1>Active: Hangover</h1> Places a hangover effect on an enemy for %duration% sec. and deals damage equal to %blast_agility_multiplier% * their primary attribute + %blast_damage_base%. During the hangover, the enemy cannot attack or receive physical damage, but receives magical damage increased by %ethereal_damage_bonus%%%."
